,Date,Open,High,Low,Close,Volume,pp,vp
0,2019-09-03,7906.439941,7940.370117,7847.319824,7874.160156,1936210000,-0.40827205722019305,0.0
1,2019-09-04,7949.810059,7981.410156,7928.939941,7976.879883,1891300000,0.3405090662430787,-2.3194798084918475
2,2019-09-05,8061.290039,8134.419922,8061.290039,8116.830078,2096300000,0.6889720966656752,10.839105377253741
3,2019-09-06,8125.580078,8134.390137,8098.52002,8103.069824,1876380000,-0.27702950169608564,-10.490864857129226
4,2019-09-09,8130.910156,8131.660156,8052.339844,8087.439941,2172240000,-0.534629139493351,15.767595050043168
5,2019-09-10,8049.97998,8086.529785,8001.680176,8084.160156,2362860000,0.4245995155878617,8.775273450447465
6,2019-09-11,8091.680176,8169.680176,8081.560059,8169.680176,2310440000,0.9639530765359305,-2.218497922009768
7,2019-09-12,8206.580078,8243.799805,8176.72998,8194.469727,2159260000,-0.14756879095673855,-6.543342393656619
8,2019-09-13,8190.569824,8210.200195,8165.470215,8176.709961,1976770000,-0.1692173230657094,-8.451506534646128
9,2019-09-16,8121.640137,8165.330078,8121.25,8153.540039,1869220000,0.39277660006964316,-5.440693656824011
10,2019-09-17,8148.649902,8188.22998,8139.819824,8186.02002,1850340000,0.45860502597893815,-1.0100469714640332
11,2019-09-18,8174.620117,8179.870117,8086.220215,8177.390137,2034880000,0.033885611323263544,9.97330220391928
12,2019-09-19,8193.589844,8237.429688,8174.319824,8182.879883,1792700000,-0.13071146108006815,-11.901438905488284
13,2019-09-20,8184.879883,8202.820313,8086.160156,8117.669922,3359380000,-0.8211477988772284,87.39220170692252
14,2019-09-23,8106.490234,8135.810059,8085.339844,8112.459961,1780160000,0.0736413272289115,-47.009269567598785
15,2019-09-24,8147.22998,8158.830078,7969.649902,7993.629883,2302600000,-1.8853045437168383,29.34792378213194
16,2019-09-25,7990.660156,8095.0,7935.569824,8077.379883,2015270000,1.0852636116039034,-12.478502562320855
17,2019-09-26,8070.120117,8072.109863,7991.02002,8030.660156,1832800000,-0.4889637381837309,-9.054369885920993
18,2019-09-27,8047.109863,8051.830078,7890.279785,7939.629883,2037720000,-1.335634554887648,11.180707114797032
19,2019-09-30,7964.089844,8012.160156,7949.629883,7999.339844,1805820000,0.4426117822685879,-11.380366291737824
20,2019-10-01,8026.830078,8062.5,7906.290039,7908.680176,2243650000,-1.4719372510927609,24.24549512132992
21,2019-10-02,7851.129883,7852.700195,7744.959961,7785.25,2495160000,-0.8391134012780619,11.209858935217168
22,2019-10-03,7787.02002,7872.259766,7700.0,7872.259766,2141490000,1.0946388449120772,-14.174241331217235
23,2019-10-04,7908.439941,7986.620117,7899.390137,7982.470215,1736890000,0.9360920048997644,-18.89338731443995
24,2019-10-07,7956.410156,8013.310059,7942.080078,7956.290039,1739450000,-0.0015096883851431473,0.1473898750064771
25,2019-10-08,7898.27002,7921.879883,7823.72998,7823.779785,1933580000,-0.9431208962389995,11.160424272040013
26,2019-10-09,7895.959961,7930.919922,7873.52002,7903.740234,1553900000,0.09853485881930635,-19.6361153921741
27,2019-10-10,7904.560059,7982.839844,7899.810059,7950.779785,1778740000,0.5847223078199569,14.469399575262242
28,2019-10-11,8047.339844,8115.799805,8046.799805,8057.040039,2176080000,0.1205391494337436,22.33828440356657
29,2019-10-14,8044.350098,8069.850098,8036.410156,8048.649902,1419730000,0.053451229093935716,-34.75745377008198
30,2019-10-15,8074.850098,8166.180176,8071.810059,8148.709961,1836650000,0.9146902060546422,29.36614708430476
31,2019-10-16,8119.810059,8146.149902,8103.379883,8124.180176,1886720000,0.053820433830907684,2.726159039555713
32,2019-10-17,8176.910156,8183.640137,8131.25,8156.850098,1861570000,-0.2453256501207915,-1.3330011872455902
33,2019-10-18,8149.850098,8157.359863,8045.370117,8089.540039,2012930000,-0.7400143349237766,8.130771338171543
34,2019-10-21,8137.419922,8164.140137,8117.259766,8162.990234,1752860000,0.3142311966827344,-12.919972378572528
35,2019-10-22,8188.120117,8194.620117,8101.97998,8104.299805,1847200000,-1.0236820027343614,5.382061316933469
36,2019-10-23,8090.240234,8122.879883,8078.350098,8119.790039,1805030000,0.3652525035760336,-2.282914681680381
37,2019-10-24,8180.040039,8187.839844,8137.660156,8185.799805,1882490000,0.07041244263522384,4.291341418148175
38,2019-10-25,8150.589844,8249.969727,8150.589844,8243.120117,1894740000,1.1352586103705835,0.6507338684402042
39,2019-10-28,8285.769531,8335.55957,8285.269531,8325.990234,1956280000,0.4854190410380227,3.247939031212726
40,2019-10-29,8313.349609,8319.290039,8275.139648,8276.849609,1834530000,-0.4390528693811365,-6.22354673155172
41,2019-10-30,8284.280273,8315.5,8241.700195,8303.980469,1928420000,0.2378021427426394,5.117932113402343
42,2019-10-31,8314.379883,8321.799805,8248.80957,8292.360352,2258270000,-0.26483672035508216,17.104676367181423
43,2019-11-01,8335.049805,8386.75,8326.55957,8386.400391,2057310000,0.6160801339086738,-8.898847347748498
44,2019-11-04,8445.5,8451.370117,8421.299805,8433.200195,2149910000,-0.14563738085371572,4.501023180755452
45,2019-11-05,8446.620117,8457.389648,8421.049805,8434.679688,2316710000,-0.14136339547185797,7.758464307808234
46,2019-11-06,8426.570313,8426.570313,8379.330078,8410.629883,2332650000,-0.1891686582785482,0.6880446840562694
47,2019-11-07,8455.110352,8483.160156,8415.870117,8434.519531,2393950000,-0.24353107343098318,2.627912460077594
48,2019-11-08,8422.669922,8475.570313,8405.889648,8475.30957,1974190000,0.6249757913759109,-17.534200797844566
49,2019-11-11,8431.259766,8467.290039,8425.480469,8464.280273,1715470000,0.39164381025431083,-13.1051215941728
50,2019-11-12,8471.070313,8514.839844,8462.990234,8486.089844,1987820000,0.17730381693267755,15.87611558348441
51,2019-11-13,8455.019531,8496.900391,8451.339844,8482.099609,2173320000,0.32028403838350483,9.331830849875743
52,2019-11-14,8461.05957,8485.360352,8441.580078,8479.019531,2106550000,0.21226609801543425,-3.0722581120129573
53,2019-11-15,8524.480469,8540.830078,8506.799805,8540.830078,2188210000,0.19179595823414142,3.876480501293585
54,2019-11-18,8529.160156,8559.780273,8503.620117,8549.94043,2047240000,0.24363798568587514,-6.4422518862449225
55,2019-11-19,8578.019531,8589.759766,8536.730469,8570.660156,2075000000,-0.0857934045662177,1.3559719427131163
56,2019-11-20,8543.570313,8578.269531,8468.629883,8526.730469,2596030000,-0.19710546508145865,25.109879518072287
57,2019-11-21,8527.870117,8530.730469,8487.290039,8506.209961,2056230000,-0.25399256441325463,-20.79328821315624
58,2019-11-22,8530.540039,8535.459961,8477.490234,8519.879883,1877090000,-0.12496460893757862,-8.712060421256378
59,2019-11-25,8559.650391,8633.150391,8559.650391,8632.490234,2256070000,0.8509675006889141,20.189761812166704
60,2019-11-26,8635.400391,8659.730469,8625.620117,8647.929688,2434570000,0.14509225319834917,7.911988546454675
61,2019-11-27,8669.589844,8705.910156,8662.580078,8705.179688,1744580000,0.4105135841533599,-28.341349807152806
62,2019-11-29,8682.009766,8697.320313,8664.040039,8665.469727,1099090000,-0.19050933419555344,-36.999736326221786
63,2019-12-02,8672.839844,8672.839844,8540.160156,8567.990234,2225940000,-1.2089420753288305,102.52572582773021
64,2019-12-03,8460.719727,8523.980469,8435.400391,8520.639648,2308600000,0.7082130472751992,3.7134873356873954
65,2019-12-04,8557.450195,8584.879883,8552.379883,8566.669922,2150680000,0.10773918386795467,-6.840509399636144
66,2019-12-05,8587.929688,8588.889648,8541.919922,8570.700195,2123380000,-0.2006245233245874,-1.2693659679729201
67,2019-12-06,8634.25,8665.44043,8630.580078,8656.530273,2053530000,0.2580452616035013,-3.289566634328288
68,2019-12-09,8650.860352,8678.849609,8619.769531,8621.830078,2088520000,-0.33557672669270744,1.703895243799701
69,2019-12-10,8623.55957,8650.759766,8600.820313,8616.179688,2053390000,-0.08557814137067846,-1.6820523624384731
70,2019-12-11,8631.120117,8658.480469,8622.360352,8654.049805,1937850000,0.26566294628245835,-5.626792767082726
